Unnamed: 0,0,1,2,3,4,5,6,7
15,"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)","4.31,65,251 Ratings & 9,667 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,1 Year Warranty Provided By the Manufacturer from Date of Purchase,"₹11,999₹16,99929% off"
16,"POCO X4 Pro 5G (Laser Blue, 128 GB)","4.223,357 Ratings & 2,289 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"One Year for Handset, 6 Months for Accessories","₹17,999₹25,99930% offFree delivery by TodayBank Offer"
17,"vivo Y02 (Cosmic Grey, 32 GB)",4.2783 Ratings & 39 Reviews,3 GB RAM | 32 GB ROM,16.54 cm (6.51 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for In-Box Accessories,"₹8,499₹12,99934% offFree delivery by TodayBank Offer"
18,"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","4.22,378 Ratings & 181 Reviews",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹15,389₹18,99018% offFree delivery by TodayBank Offer"
19,"OPPO Reno10 5G (Ice Blue, 256 GB)","4.37,930 Ratings & 1,288 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,64MP + 32MP + 8MP | 32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹32,999₹38,99915% off"
20,Nokia 105,"4.216,746 Ratings & 1,565 Reviews",4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Display,0.03MP Rear Camera,1000 mAh Battery,,"₹1,549₹1,5993% offFree delivery by TodayBank Offer"
21,Good One G5605,"3.92,954 Ratings & 499 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,2500 mAh Battery,,"₹999₹1,99950% offFree delivery by TodayBank Offer"
22,Jmax J30,3.6466 Ratings & 35 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,2MP Rear Camera,1050 mAh Battery,,"₹699₹1,39950% offFree delivery by TodayBank Offer"
23,"REDMI A2 (Sea Green, 64 GB)","4.11,531 Ratings & 90 Reviews",4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) Display,8MP Rear Camera,5000 mAh Battery,,"₹7,368₹10,99933% offFree delivery by TodayNo Cost EMI from ₹1,228/monthBank Offer"
0,"Infinix Zero 5G 2023 (Pearly White, 128 GB)","4.16,528 Ratings & 667 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹14,999₹24,99940% offFree delivery by TodayUpto ₹14,300 Off on ExchangeBank Offer"
1,"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","4.22,378 Ratings & 175 Reviews",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹15,186₹18,99020% offFree delivery by TodayNo Cost EMI from ₹2,531/monthBank Offer"
2,Nokia 105,"4.216,746 Ratings & 1,565 Reviews",4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Display,0.03MP Rear Camera,1000 mAh Battery,,"₹1,549₹1,5993% offFree delivery by TodayBank Offer"
3,"REDMI 12C (Matte Black, 64 GB)","4.21,774 Ratings & 98 Reviews",4 GB RAM | 64 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹8,620₹13,99938% offFree delivery by TodayNo Cost EMI from ₹1,437/monthBank Offer"
4,"realme 11 Pro 5G (Astral Black, 256 GB)",4.2427 Ratings & 37 Reviews,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹27,999₹30,9999% offFree delivery by TodayUpto ₹27,000 Off on ExchangeNo Cost EMI from ₹3,111/month"
5,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","4.211,408 Ratings & 859 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹13,990₹17,49020% offFree delivery by TodayUpto ₹13,250 Off on ExchangeNo Cost EMI from ₹1,555/month"
6,Kechaoda A26,"417,270 Ratings & 1,150 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,800 mAh Battery,1 Year Company Warranty,,"₹998₹1,59937% offFree deliveryDaily SaverBank Offer"
7,A10E,"4.11,624 Ratings & 120 Reviews",4 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,800 mAh Battery,2 Years Domestic Replacement Warranty,,"₹1,399₹1,59912% offFree delivery by TodayBank Offer"
8,"POCO M4 5G (Power Black, 64 GB)","4.290,958 Ratings & 6,283 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,1 Year Warranty for Handset and 6 Months for Accessories,"₹12,999₹15,99918% offFree delivery by TodayUpto ₹12,450 Off on ExchangeBank Offer"
9,"realme Narzo 60 5G (Mars Orange, 128 GB)",4.1116 Ratings & 3 Reviews,8 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,64MP Rear Camera,5000 mAh Battery,,"₹18,257₹19,9998% offFree delivery by TodayBank Offer"
10,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","4.32,04,853 Ratings & 15,627 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹16,999₹23,99929% offFree delivery by TodayUpto ₹16,350 Off on ExchangeNo Cost EMI from ₹2,834/month"
11,Good One G5605,"3.92,954 Ratings & 497 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,2500 mAh Battery,,"₹999₹1,99950% offFree delivery by TodayBank Offer"
12,LAVA Hero 600i,"41,501 Ratings & 87 Reviews",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,620 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,"₹898₹1,19925% offFree delivery by TodayBank Offer"
13,Jmax J30,3.6466 Ratings & 33 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,2MP Rear Camera,1050 mAh Battery,,"₹699₹1,39950% offFree delivery by TodayBank Offer"
14,GFive U106,"3.52,467 Ratings & 199 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,,₹725₹99927% offFree delivery by TodayHot DealBank Offer
15,"REDMI 12C (Royal Blue, 128 GB)","4.21,774 Ratings & 98 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹9,388₹14,99937% offFree delivery by TodayDaily SaverNo Cost EMI from ₹1,565/month"
16,"realme 11 Pro 5G (Astral Black, 128 GB)","4.321,472 Ratings & 1,977 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹23,999₹25,9997% offFree delivery by TodayUpto ₹23,100 Off on ExchangeNo Cost EMI from ₹4,000/month"
17,Kechaoda K55,3.8318 Ratings & 11 Reviews,32 MB RAM | 64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,400 mAh Battery,,"₹1,160₹1,49922% offFree deliveryDaily SaverBank Offer"
18,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","4.32,04,853 Ratings & 15,627 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹16,999₹23,99929% offFree delivery by TodayUpto ₹16,350 Off on ExchangeNo Cost EMI from ₹2,834/month"
19,"realme C30 (Bamboo Green, 32 GB)","4.21,07,613 Ratings & 5,706 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹5,999₹8,49929% offFree delivery by TodayUpto ₹5,450 Off on ExchangeBank Offer"
20,Nokia 150 DS RED 2023,"4.220,605 Ratings & 1,922 Reviews",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,"₹3,149₹3,1991% offFree delivery by TodayBank Offer"
21,LAVA A1,"4.220,605 Ratings & 1,922 Reviews",4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,"₹1,049"
22,LAVA A1,"3.92,954 Ratings & 497 Reviews",4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,"₹1,159Free delivery by TodayBank Offer"
0,Micromax X708,"3.93,503 Ratings & 242 Reviews",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,"₹1,335₹1,79925% offFree deliveryBank Offer"
1,"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","4.32,04,853 Ratings & 15,627 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹16,999₹23,99929% offFree deliveryUpto ₹16,350 Off on ExchangeNo Cost EMI from ₹2,834/month"
2,"REDMI 12c (Matte Black, 128 GB)","4.11,079 Ratings & 59 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Domestic Warranty for In-Box Accessories,"₹10,366₹15,99935% offFree deliveryDaily SaverNo Cost EMI from ₹1,728/month"
3,"REDMI 12C (Matte Black, 64 GB)","4.21,774 Ratings & 98 Reviews",4 GB RAM | 64 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹8,619₹13,99938% offFree deliveryNo Cost EMI from ₹1,437/monthBank Offer"
4,Nokia 150 DS RED 2023,4.2427 Ratings & 37 Reviews,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,"₹3,149₹3,1991% offFree deliveryBank Offer"
5,"realme 11 Pro 5G (Astral Black, 256 GB)","3.52,467 Ratings & 199 Reviews",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹27,999₹30,9999% offFree deliveryUpto ₹27,000 Off on ExchangeNo Cost EMI from ₹3,111/month"
6,GFive U106,"4.321,472 Ratings & 1,977 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,,₹725₹99927% offFree deliveryHot DealBank Offer
7,"realme 11 Pro 5G (Astral Black, 128 GB)","4.645,294 Ratings & 1,720 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹23,999₹25,9997% offFree deliveryUpto ₹23,100 Off on ExchangeNo Cost EMI from ₹4,000/month"
8,"APPLE iPhone 14 (Starlight, 128 GB)","4.228,902 Ratings & 2,884 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",,"₹68,999₹79,90013% offFree deliveryDaily SaverUpto ₹61,000 Off on Exchange"
9,LAVA A3,"4.290,958 Ratings & 6,283 Reviews",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera | 0.3MP Front Camera,1750 mAh Battery,,"₹1,299₹1,3997% offFree deliveryBank Offer"
10,"POCO M4 5G (Power Black, 64 GB)","417,270 Ratings & 1,150 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,1 Year Warranty for Handset and 6 Months for Accessories,"₹12,999₹15,99918% offFree deliveryUpto ₹12,450 Off on ExchangeBank Offer"
11,Kechaoda A26,"4.14,539 Ratings & 315 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) FWVGA Display,800 mAh Battery,1 Year Company Warranty,,"₹997₹1,59937% offFree deliveryBank Offer"
12,"REDMI Note 12 5G (Matte Black, 128 GB)","4.147,216 Ratings & 2,450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹18,999₹21,99913% offFree deliveryDaily SaverUpto ₹16,950 Off on Exchange"
13,"POCO C51 - Locked with Airtel Prepaid (Royal Blue, 64 GB)",4744 Ratings & 55 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹5,999₹9,99940% offFree deliveryUpto ₹5,450 Off on ExchangeBank Offer"
14,itel It2175 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,"4.22,378 Ratings & 175 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1200 mAh Lithium Ion Battery,,"₹1,095₹1,49926% offFree deliveryBank Offer"
15,"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)",4.2600 Ratings & 51 Reviews,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹15,187₹18,99020% offFree deliveryNo Cost EMI from ₹2,532/monthBank Offer"
16,"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","4.131,534 Ratings & 2,344 Reviews",4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹14,154₹17,99021% offFree deliveryNo Cost EMI from ₹2,359/monthBank Offer"
17,Kechaoda K115,"4.131,534 Ratings & 2,344 Reviews",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,,"₹1,120₹1,49925% offFree deliveryBank Offer"
18,Kechaoda K115,"3.93,503 Ratings & 242 Reviews",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,850 mAh Battery,,"₹1,120₹1,49925% offFree deliveryBank Offer"
19,Micromax X708,"4.22,605 Ratings & 274 Reviews",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,"₹1,270₹1,79929% offFree deliveryBank Offer"
20,"Infinix HOT 30 5G (Aurora Blue, 128 GB)","4.215,412 Ratings & 1,450 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.22 cm (6.78 inch) Full HD+ Display,50 MP + AI Lens | 8MP Front Camera,6000 mAh Lithium Ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹13,499₹16,99920% offFree deliveryUpto ₹12,950 Off on ExchangeBank Offer"
21,"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)","4.21,401 Ratings & 71 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹26,999₹31,99915% offFree deliveryUpto ₹26,450 Off on ExchangeNo Cost EMI from ₹3,000/month"
22,"realme Narzo N55 (Prime Black, 128 GB)",4.1227 Ratings & 18 Reviews,6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,64MP Rear Camera,5000 mAh Battery,,"₹13,169₹14,99912% offFree deliveryDaily SaverNo Cost EMI from ₹2,195/month"
0,LAVA A1,"4.220,605 Ratings & 1,922 Reviews",4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,"₹1,159Free deliveryBank Offer"
1,LAVA Hero 600i,"41,501 Ratings & 87 Reviews",4 MB RAM | 3 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,620 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,"₹898₹1,19925% offFree deliveryBank Offer"
2,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","4.229,399 Ratings & 2,272 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹14,990₹18,49018% offFree deliveryUpto ₹14,300 Off on ExchangeNo Cost EMI from ₹1,666/month"
3,GFive U707,"3.613,724 Ratings & 1,285 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,,₹725₹99927% offFree deliveryBank Offer
4,LAVA A3 Power,"4.12,958 Ratings & 293 Reviews",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,2575 mAh Li-ion Battery,,"₹1,499₹1,69911% offFree deliveryBank Offer"
5,GFive U106,"3.52,467 Ratings & 199 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,,₹725₹99927% offFree deliveryBank Offer
6,"SAMSUNG Galaxy F23 5G (Copper Blush, 128 GB)","4.32,04,853 Ratings & 15,627 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Warranty Provided by the Manufacturer from Date of Purchase,"₹16,999₹23,99929% offFree deliveryUpto ₹16,350 Off on ExchangeNo Cost EMI from ₹2,834/month"
7,Nokia 106 4G,3.877 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1450 mAh Battery,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,"₹2,199₹2,99926% offFree deliveryHot DealBank Offer"
8,"POCO X5 Pro 5G (Yellow, 128 GB)","4.311,455 Ratings & 1,251 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹20,999₹25,99919% offFree deliveryUpto ₹20,250 Off on ExchangeNo Cost EMI from ₹3,500/month"
9,"POCO X5 Pro 5G (Horizon Blue, 256 GB)","4.313,233 Ratings & 1,330 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹24,999₹28,99913% offFree deliveryDaily SaverUpto ₹24,000 Off on Exchange"
10,"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)",4.99 Ratings & 1 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹18,999₹24,49922% offFree deliveryUpto ₹18,400 Off on ExchangeNo Cost EMI from ₹2,111/month"
11,"POCO M6 Pro 5G (Forest Green, 128 GB)",4.3335 Ratings & 31 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999₹16,99923% off"
12,Motorola a70,"4.12,198 Ratings & 212 Reviews",0 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,1750 mAh Battery,2 Year Replacement,,"₹1,949₹2,39918% offFree deliveryBank Offer"
13,"REDMI K50i 5G (Stealth Black, 256 GB)","4.22,033 Ratings & 197 Reviews",8 GB RAM | 256 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,5080 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹23,999₹35,99933% offFree deliveryUpto ₹22,900 Off on ExchangeNo Cost EMI from ₹4,000/month"
14,"POCO X5 5G (Supernova Green, 256 GB)","4.15,208 Ratings & 390 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹17,999₹23,99925% offFree deliveryUpto ₹17,300 Off on ExchangeNo Cost EMI from ₹3,000/month"
15,Motorola a70,"41,624 Ratings & 170 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,1750 mAh Battery,2 Year Replacement,,"₹1,869₹2,39922% offFree deliveryBank Offer"
16,LAVA A1,"4.21,10,158 Ratings & 11,545 Reviews",24 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,,"₹1,229₹1,2592% offFree deliveryHot DealBank Offer"
17,SAMSUNG Guru Music 2 SM-B315E,"4.110,580 Ratings & 724 Reviews",Expandable Upto 16 GB,5.08 cm (2 inch) QVGA Display,0MP Front Camera,800 mAh Battery,1 Year Manufacturer's Warranty,"₹2,890₹2,899Free deliveryBank Offer"
18,"Infinix Smart 6 HD (Force Black, 32 GB)","4.336,624 Ratings & 2,074 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹5,999₹8,99933% offFree deliveryUpto ₹5,450 Off on ExchangeBank Offer"
19,"Infinix Smart 6 HD (Aqua Sky, 32 GB)","4.336,624 Ratings & 2,074 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹5,999₹8,99933% offFree deliveryUpto ₹5,450 Off on ExchangeBank Offer"
20,"POCO M6 Pro 5G (Forest Green, 64 GB)",4.5612 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999₹14,99926% off"
21,"realme 11 Pro 5G (Astral Black, 256 GB)","4.321,472 Ratings & 1,977 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹24,999₹27,99910% offFree deliveryDaily SaverUpto ₹24,000 Off on Exchange"
22,"realme 11 Pro 5G (Oasis Green, 256 GB)","4.321,472 Ratings & 1,977 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹24,999₹27,99910% offFree deliveryDaily SaverUpto ₹24,000 Off on Exchange"
23,"MOTOROLA g14 (Sky Blue, 128 GB)",4.2492 Ratings & 55 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Immersive Stereo Speakers with Dolby Atmos,"₹9,999₹12,99923% off"
0,"realme 11 Pro 5G (Sunrise Beige, 128 GB)","4.321,472 Ratings & 1,977 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP (OIS) + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹23,999₹25,9997% offFree deliveryUpto ₹23,100 Off on ExchangeNo Cost EMI from ₹4,000/month"
1,"realme 11 Pro+ 5G (Oasis Green, 256 GB)","4.35,314 Ratings & 600 Reviews",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP (OIS) + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹29,999₹32,9999% offFree deliveryUpto ₹29,200 Off on ExchangeNo Cost EMI from ₹5,000/month"
